ConvNeXt-XL: train_bb False, hidden_dim 128, lr=0.001
Step 100: Test (3.7s): Average loss: 0.6667, Accuracy: 564/1024 (55.08%), TPR: 100.00%, TNR: 0.43%, TNR+TPR/2: 50.22%
Step 700: Test (0.5s): Average loss: 0.6942, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 800: Test (0.5s): Average loss: 0.6916, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 900: Test (0.5s): Average loss: 0.6904, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1000: Test (0.5s): Average loss: 0.6903, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1100: Test (0.5s): Average loss: 0.6907, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1200: Test (0.5s): Average loss: 0.6919, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1300: Test (0.5s): Average loss: 0.6936, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1400: Test (0.5s): Average loss: 0.6954, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1500: Test (0.5s): Average loss: 0.6971, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1600: Test (0.5s): Average loss: 0.6980, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1700: Test (0.5s): Average loss: 0.6978, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1800: Test (0.5s): Average loss: 0.6972, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1900: Test (0.5s): Average loss: 0.6968, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 2000: Test (0.5s): Average loss: 0.6960, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
ConvNeXt-XL: train_bb True, hidden_dim 256, lr=0.001
Step 100: Test (0.5s): Average loss: 1.2832, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 200: Test (0.5s): Average loss: 0.7555, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 300: Test (0.5s): Average loss: 0.7092, Accuracy: 462/1024 (45.12%), TPR: 0.00%, TNR: 100.00%, TNR+TPR/2: 50.00%
Step 400: Test (0.5s): Average loss: 0.7282, Accuracy: 462/1024 (45.12%), TPR: 0.00%, TNR: 100.00%, TNR+TPR/2: 50.00%
Step 500: Test (0.6s): Average loss: 0.6906, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 600: Test (0.6s): Average loss: 0.7068, Accuracy: 548/1024 (53.52%), TPR: 89.15%, TNR: 10.17%, TNR+TPR/2: 49.66%
Step 700: Test (0.5s): Average loss: 0.6946, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 800: Test (0.5s): Average loss: 0.6906, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 900: Test (0.5s): Average loss: 0.6918, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1000: Test (0.5s): Average loss: 0.6899, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1100: Test (0.5s): Average loss: 0.6926, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1200: Test (0.5s): Average loss: 0.6909, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1300: Test (0.5s): Average loss: 0.6934, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1400: Test (0.5s): Average loss: 0.7017, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1500: Test (0.5s): Average loss: 0.7132, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1600: Test (0.5s): Average loss: 0.7095, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1700: Test (0.5s): Average loss: 0.6993, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1800: Test (0.5s): Average loss: 0.6935, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1900: Test (0.5s): Average loss: 0.6923, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 2000: Test (0.5s): Average loss: 0.6931, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
ConvNeXt-XL: train_bb True, hidden_dim 256, lr=0.0001
Step 100: Test (0.5s): Average loss: 0.6908, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 200: Test (0.5s): Average loss: 0.7018, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 300: Test (0.5s): Average loss: 0.7082, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 400: Test (0.5s): Average loss: 0.7068, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 500: Test (0.5s): Average loss: 0.7031, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 600: Test (0.5s): Average loss: 0.6987, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 700: Test (0.5s): Average loss: 0.6954, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 800: Test (0.5s): Average loss: 0.6937, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 900: Test (0.5s): Average loss: 0.6933, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1000: Test (0.5s): Average loss: 0.6938, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1100: Test (0.5s): Average loss: 0.6942, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1200: Test (0.5s): Average loss: 0.6946, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1300: Test (0.5s): Average loss: 0.6953, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1400: Test (0.5s): Average loss: 0.6961, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1500: Test (0.5s): Average loss: 0.6977, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1600: Test (0.5s): Average loss: 0.6997, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1700: Test (0.5s): Average loss: 0.7016, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1800: Test (0.5s): Average loss: 0.7020, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1900: Test (0.5s): Average loss: 0.7014, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 2000: Test (0.5s): Average loss: 0.6999, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
ConvNeXt-XL: train_bb True, hidden_dim 512, lr=0.001
Step 100: Test (0.5s): Average loss: 1.5760, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 200: Test (0.5s): Average loss: 0.7130, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 300: Test (0.5s): Average loss: 0.7579, Accuracy: 462/1024 (45.12%), TPR: 0.00%, TNR: 100.00%, TNR+TPR/2: 50.00%
Step 400: Test (0.5s): Average loss: 0.7079, Accuracy: 462/1024 (45.12%), TPR: 0.00%, TNR: 100.00%, TNR+TPR/2: 50.00%
Step 500: Test (0.5s): Average loss: 0.6884, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 600: Test (0.5s): Average loss: 0.7006, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 700: Test (0.5s): Average loss: 0.7075, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 800: Test (0.5s): Average loss: 0.6934, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 900: Test (0.5s): Average loss: 0.6903, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1000: Test (0.5s): Average loss: 0.6944, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1100: Test (0.5s): Average loss: 0.7005, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1200: Test (0.5s): Average loss: 0.6923, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1300: Test (0.5s): Average loss: 0.6946, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1400: Test (0.5s): Average loss: 0.6964, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1500: Test (0.5s): Average loss: 0.6977, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1600: Test (0.5s): Average loss: 0.6981, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1700: Test (0.5s): Average loss: 0.6961, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1800: Test (0.5s): Average loss: 0.6941, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1900: Test (0.5s): Average loss: 0.6944, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 2000: Test (0.5s): Average loss: 0.6973, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
ConvNeXt-XL: train_bb True, hidden_dim 512, lr=0.0001
Step 100: Test (0.5s): Average loss: 0.6973, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 200: Test (0.5s): Average loss: 0.7152, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 300: Test (0.5s): Average loss: 0.7182, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 400: Test (0.5s): Average loss: 0.7103, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 500: Test (0.5s): Average loss: 0.6998, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 600: Test (0.5s): Average loss: 0.6921, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 700: Test (0.5s): Average loss: 0.6892, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 800: Test (0.5s): Average loss: 0.6885, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 900: Test (0.5s): Average loss: 0.6886, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1000: Test (0.5s): Average loss: 0.6890, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1100: Test (0.5s): Average loss: 0.6903, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1200: Test (0.5s): Average loss: 0.6930, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1300: Test (0.5s): Average loss: 0.6970, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1400: Test (0.5s): Average loss: 0.7004, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1500: Test (0.5s): Average loss: 0.7031, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1600: Test (0.5s): Average loss: 0.7046, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1700: Test (0.5s): Average loss: 0.7036, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1800: Test (0.6s): Average loss: 0.7019, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1900: Test (0.7s): Average loss: 0.7003, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 2000: Test (0.6s): Average loss: 0.6989, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
ConvNeXt-XL: train_bb True, hidden_dim 1024, lr=0.001
Step 100: Test (0.5s): Average loss: 1.4728, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 200: Test (0.5s): Average loss: 1.0016, Accuracy: 462/1024 (45.12%), TPR: 0.00%, TNR: 100.00%, TNR+TPR/2: 50.00%
Step 300: Test (0.5s): Average loss: 0.7094, Accuracy: 462/1024 (45.12%), TPR: 0.00%, TNR: 100.00%, TNR+TPR/2: 50.00%
Step 400: Test (0.5s): Average loss: 0.7114, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 500: Test (0.5s): Average loss: 0.7233, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 600: Test (0.5s): Average loss: 0.7178, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 700: Test (0.5s): Average loss: 0.7030, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 800: Test (0.5s): Average loss: 0.6930, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 900: Test (0.5s): Average loss: 0.6894, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1000: Test (0.5s): Average loss: 0.6885, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1100: Test (0.5s): Average loss: 0.6886, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1200: Test (0.5s): Average loss: 0.6894, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1300: Test (0.6s): Average loss: 0.6918, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1400: Test (0.5s): Average loss: 0.6961, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1500: Test (0.5s): Average loss: 0.6998, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1600: Test (0.5s): Average loss: 0.7016, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1700: Test (0.5s): Average loss: 0.6995, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1800: Test (0.5s): Average loss: 0.6975, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 1900: Test (0.5s): Average loss: 0.6957, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 2000: Test (0.5s): Average loss: 0.6951, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
ConvNeXt-XL: train_bb True, hidden_dim 1024, lr=0.0001
Step 100: Test (0.6s): Average loss: 0.6906, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 200: Test (0.5s): Average loss: 0.7112, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 300: Test (0.5s): Average loss: 0.7306, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 400: Test (0.6s): Average loss: 0.7340, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 500: Test (0.5s): Average loss: 0.7255, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 600: Test (0.5s): Average loss: 0.7136, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 700: Test (0.5s): Average loss: 0.7031, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 800: Test (0.5s): Average loss: 0.6962, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
Step 900: Test (0.6s): Average loss: 0.6925, Accuracy: 562/1024 (54.88%), TPR: 100.00%, TNR: 0.00%, TNR+TPR/2: 50.00%
